Area Code,Ddate,Market,Market Size,Product,Product Type,State,Type,Budget Cogs,Budget Margin,Budget Profit,Budget Sales,Coffee Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Number Of Records,Profit,Total Expenses
513,1/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,70,110,60,180,235,84,651,126,27,1,1,106,61
614,2/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,60,110,60,170,213,80,640,120,26,1,1,92,58
513,3/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,70,110,60,180,224,84,632,126,27,1,1,101,58
937,4/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,70,120,70,190,237,88,653,134,29,1,1,108,61
513,5/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,80,120,70,200,233,94,697,141,31,1,1,109,58
330,6/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,90,150,90,240,276,111,767,167,36,1,1,137,63
740,7/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,90,160,100,250,283,114,822,172,37,1,1,144,63
614,8/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,90,160,100,250,283,114,810,172,37,1,1,142,64
614,9/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,80,130,70,210,265,99,798,150,32,1,1,129,63
419,10/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,50,90,60,140,218,82,788,123,27,1,1,96,58
614,11/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,60,100,60,160,210,78,798,119,25,1,1,92,57
513,12/1/13,Central,Major Market,Darjeeling,Tea,Ohio,Regular,70,110,70,180,236,88,817,133,29,1,1,107,61
303,1/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,50,70,40,120,140,64,965,76,19,1,1,36,40
720,2/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,50,60,30,110,136,62,958,74,19,1,1,34,40
303,3/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,50,60,30,110,135,62,952,73,19,1,1,32,41
719,4/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,50,70,40,120,138,63,965,75,19,1,1,34,41
303,5/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,60,30,100,122,56,992,66,17,1,1,27,39
970,6/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,60,30,100,117,53,"1,028",64,16,1,1,27,37
720,7/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,50,20,90,109,50,"1,051",59,15,1,1,23,36
970,8/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,30,50,20,80,91,41,"1,046",50,12,1,1,16,34
720,9/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,50,20,90,113,51,"1,042",62,15,1,1,25,37
303,10/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,30,50,40,80,118,54,"1,037",64,16,1,1,27,37
719,11/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,60,30,100,125,57,"1,042",68,17,1,1,29,39
303,12/1/12,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,50,20,90,116,53,"1,054",63,16,1,1,26,37
719,1/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,50,70,40,120,157,64,965,76,19,1,1,56,42
970,2/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,50,60,30,110,145,62,958,74,19,1,1,50,40
970,3/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,50,60,30,110,144,62,952,73,19,1,1,47,41
303,4/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,50,70,40,120,147,63,965,75,19,1,1,50,41
303,5/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,60,30,100,121,56,992,66,17,1,1,37,36
719,6/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,60,30,100,116,53,"1,028",64,16,1,1,37,34
720,7/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,50,20,90,108,50,"1,051",59,15,1,1,32,33
720,8/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,30,50,20,80,90,41,"1,046",50,12,1,1,22,32
719,9/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,50,20,90,120,51,"1,042",62,15,1,1,37,37
970,10/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,30,50,40,80,126,54,"1,037",64,16,1,1,40,37
719,11/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,60,30,100,133,57,"1,042",68,17,1,1,43,39
970,12/1/13,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,50,20,90,124,53,"1,054",63,16,1,1,39,37
708,1/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,60,90,40,150,180,72,558,108,23,1,1,54,54
630,2/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,60,100,50,160,189,75,549,114,24,1,1,59,55
773,3/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,60,90,40,150,180,72,541,108,23,1,1,53,55
630,4/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,90,40,140,170,68,559,102,22,1,1,49,53
815,5/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,90,50,140,160,64,593,96,21,1,1,44,52
312,6/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,40,70,30,110,135,54,641,81,17,1,1,33,48
815,7/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,40,70,30,110,131,52,668,79,17,1,1,31,48
618,8/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,40,70,30,110,131,52,662,79,17,1,1,30,49
773,9/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,80,40,130,150,60,656,90,19,1,1,40,50
847,10/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,80,50,130,182,72,650,110,23,1,1,55,55
630,11/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,60,90,50,150,189,75,659,114,24,1,1,59,55
630,12/1/12,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,80,40,130,168,67,677,101,22,1,1,47,54
815,1/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,60,90,40,150,201,72,558,108,23,1,1,84,57
708,2/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,60,100,50,160,201,75,549,114,24,1,1,88,55
815,3/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,60,90,40,150,192,72,541,108,23,1,1,79,55
773,4/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,90,40,140,181,68,559,102,22,1,1,73,53
630,5/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,90,50,140,159,64,593,96,21,1,1,61,48
309,6/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,40,70,30,110,134,54,641,81,17,1,1,46,45
312,7/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,40,70,30,110,130,52,668,79,17,1,1,43,45
815,8/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,40,70,30,110,130,52,662,79,17,1,1,41,46
630,9/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,80,40,130,160,60,656,90,19,1,1,59,50
815,10/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,80,50,130,194,72,650,110,23,1,1,82,55
309,11/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,60,90,50,150,201,75,659,114,24,1,1,88,55
708,12/1/13,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,80,40,130,179,67,677,101,22,1,1,70,54
216,1/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,70,100,60,170,200,84,500,116,26,1,1,67,49
513,2/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,70,110,70,180,206,86,490,120,26,1,1,71,49
513,3/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,70,110,70,180,214,89,481,125,27,1,1,74,51
937,4/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,90,140,90,230,267,112,502,155,34,1,1,97,58
513,5/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,90,150,100,240,273,114,555,159,35,1,1,101,58
937,6/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,100,140,90,240,282,118,636,164,36,1,1,105,59
513,7/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,120,170,110,290,336,141,692,195,43,1,1,128,67
330,8/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,90,150,100,240,277,116,678,161,35,1,1,103,58
513,9/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,80,120,80,200,230,96,666,134,29,1,1,81,53
614,10/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,50,100,80,150,218,91,656,127,28,1,1,76,51
419,11/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,80,120,70,200,245,102,666,143,31,1,1,89,54
740,12/1/12,Central,Major Market,Earl Grey,Tea,Ohio,Regular,110,150,90,260,320,134,690,186,41,1,1,121,65
567,1/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,70,100,60,170,224,84,500,116,26,1,1,104,51
740,2/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,70,110,70,180,220,86,490,120,26,1,1,105,49
419,3/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,70,110,70,180,228,89,481,125,27,1,1,110,51
234,4/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,90,140,90,230,285,112,502,155,34,1,1,144,58
513,5/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,90,150,100,240,271,114,555,159,35,1,1,139,54
567,6/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,100,140,90,240,279,118,636,164,36,1,1,145,55
419,7/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,120,170,110,290,333,141,692,195,43,1,1,177,62
419,8/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,90,150,100,240,275,116,678,161,35,1,1,142,54
234,9/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,80,120,80,200,245,96,666,134,29,1,1,120,53
419,10/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,50,100,80,150,232,91,656,127,28,1,1,113,51
740,11/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,80,120,70,200,261,102,666,143,31,1,1,132,54
513,12/1/13,Central,Major Market,Earl Grey,Tea,Ohio,Regular,110,150,90,260,341,134,690,186,41,1,1,180,65
303,1/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,100,44,623,56,14,1,1,30,26
970,2/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,100,44,618,56,14,1,1,30,26
720,3/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,98,43,613,55,14,1,1,29,26
303,4/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,60,40,90,106,46,608,60,15,1,1,32,28
719,5/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,99,43,602,56,14,1,1,30,26
720,6/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,99,43,597,56,14,1,1,29,27
303,7/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,94,41,592,53,13,1,1,27,26
719,8/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,50,80,50,130,155,68,587,87,22,1,1,53,34
970,9/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,50,70,50,120,140,61,579,79,20,1,1,47,32
720,10/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,50,90,80,140,205,90,572,115,29,1,1,74,41
719,11/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,70,90,60,160,200,88,561,112,29,1,1,70,42
719,12/1/12,Central,Major Market,Green Tea,Tea,Colorado,Regular,60,90,60,150,185,81,551,104,26,1,1,66,38
303,1/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,112,44,623,56,14,1,1,47,27
970,2/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,107,44,618,56,14,1,1,45,26
719,3/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,104,43,613,55,14,1,1,43,26
303,4/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,60,40,90,113,46,608,60,15,1,1,47,28
970,5/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,98,43,602,56,14,1,1,41,24
970,6/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,98,43,597,56,14,1,1,40,25
970,7/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,30,50,30,80,93,41,592,53,13,1,1,37,24
720,8/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,50,80,50,130,154,68,587,87,22,1,1,73,32
719,9/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,50,70,50,120,149,61,579,79,20,1,1,70,32
970,10/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,50,90,80,140,218,90,572,115,29,1,1,110,41
970,11/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,70,90,60,160,213,88,561,112,29,1,1,104,42
719,12/1/13,Central,Major Market,Green Tea,Tea,Colorado,Regular,60,90,60,150,197,81,551,104,26,1,1,98,38
954,1/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,80,110,70,190,210,84,651,126,27,1,1,68,58
754,2/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,70,120,80,190,200,80,640,120,26,1,1,63,57
561,3/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,80,110,70,190,210,84,632,126,27,1,1,67,59
305,4/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,80,130,90,210,222,88,653,134,29,1,1,73,61
904,5/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,90,130,90,220,235,94,697,141,31,1,1,78,63
904,6/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,100,160,110,260,278,111,767,167,36,1,1,99,68
904,7/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,100,170,120,270,286,114,822,172,37,1,1,104,68
850,8/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,100,170,120,270,286,114,810,172,37,1,1,104,68
386,9/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,90,140,100,230,249,99,798,150,32,1,1,86,64
407,10/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,60,110,90,170,205,82,788,123,27,1,1,64,59
754,11/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,70,100,60,170,197,78,798,119,25,1,1,63,56
754,12/1/12,East,Major Market,Colombian,Coffee,Florida,Regular,70,120,80,190,221,88,817,133,29,1,1,73,60
813,1/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,80,110,70,190,235,84,651,126,27,1,1,106,61
561,2/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,70,120,80,190,213,80,640,120,26,1,1,93,57
904,3/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,80,110,70,190,224,84,632,126,27,1,1,99,59
850,4/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,80,130,90,210,237,88,653,134,29,1,1,108,61
754,5/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,90,130,90,220,233,94,697,141,31,1,1,108,59
941,6/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,100,160,110,260,276,111,767,167,36,1,1,137,63
305,7/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,100,170,120,270,283,114,822,172,37,1,1,144,63
954,8/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,100,170,120,270,283,114,810,172,37,1,1,144,63
352,9/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,90,140,100,230,265,99,798,150,32,1,1,128,64
954,10/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,60,110,90,170,218,82,788,123,27,1,1,95,59
786,11/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,70,100,60,170,210,78,798,119,25,1,1,93,56
407,12/1/13,East,Major Market,Colombian,Coffee,Florida,Regular,70,120,80,190,236,88,817,133,29,1,1,108,60
413,1/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,400,360,460,494,72,558,422,23,1,1,367,55
774,2/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,70,370,330,440,470,75,235,395,24,1,1,340,55
978,3/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,400,360,460,492,72,-54,420,23,1,1,366,54
774,4/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,430,400,490,519,68,-348,451,22,1,1,397,54
978,5/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,460,430,520,551,64,-663,487,21,1,1,434,53
617,6/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,50,560,530,610,649,54,"-1,006",595,17,1,1,547,48
508,7/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,40,590,560,630,665,52,"-1,493",613,17,1,1,564,49
508,8/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,40,590,560,630,664,52,"-2,033",612,17,1,1,563,49
413,9/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,50,490,460,540,576,60,"-2,572",516,19,1,1,465,51
857,10/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,50,350,330,400,474,72,"-3,004",402,23,1,1,348,54
978,11/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,340,300,400,454,75,"-3,287",379,24,1,1,324,55
351,12/1/12,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,390,360,450,510,67,"-3,534",443,22,1,1,390,53
413,1/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,400,360,460,553,72,558,422,23,1,1,572,58
857,2/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,70,370,330,440,501,75,235,395,24,1,1,505,55
774,3/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,400,360,460,524,72,-54,420,23,1,1,543,54
339,4/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,430,400,490,553,68,-348,451,22,1,1,589,54
351,5/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,460,430,520,546,64,-663,487,21,1,1,599,49
774,6/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,50,560,530,610,643,54,"-1,006",595,17,1,1,755,45
978,7/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,40,590,560,630,659,52,"-1,493",613,17,1,1,778,46
617,8/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,40,590,560,630,658,52,"-2,033",612,17,1,1,777,46
774,9/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,50,490,460,540,614,60,"-2,572",516,19,1,1,690,51
857,10/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,50,350,330,400,505,72,"-3,004",402,23,1,1,516,54
857,11/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,340,300,400,484,75,"-3,287",379,24,1,1,481,55
351,12/1/13,East,Major Market,Colombian,Coffee,Massachusetts,Regular,60,390,360,450,543,67,"-3,534",443,22,1,1,579,53
716,1/1/12,East,Major Market,Colombian,Coffee,New York,Regular,260,380,260,640,678,271,"2,101",407,94,1,1,262,145
917,2/1/12,East,Major Market,Colombian,Coffee,New York,Regular,240,370,250,610,645,258,"2,067",387,90,1,1,245,142
718,3/1/12,East,Major Market,Colombian,Coffee,New York,Regular,250,390,270,640,675,270,"2,041",405,94,1,1,259,146
631,4/1/12,East,Major Market,Colombian,Coffee,New York,Regular,270,400,280,670,712,284,"2,108",428,99,1,1,276,152
585,5/1/12,East,Major Market,Colombian,Coffee,New York,Regular,280,430,300,710,756,302,"2,250",454,105,1,1,295,159
646,6/1/12,East,Major Market,Colombian,Coffee,New York,Regular,340,500,350,840,890,356,"2,476",534,124,1,1,357,177
845,7/1/12,East,Major Market,Colombian,Coffee,New York,Regular,340,520,370,860,912,364,"2,654",548,127,1,1,370,178
845,8/1/12,East,Major Market,Colombian,Coffee,New York,Regular,340,520,370,860,910,364,"2,617",546,127,1,1,368,178
917,9/1/12,East,Major Market,Colombian,Coffee,New York,Regular,300,450,320,750,790,316,"2,580",474,110,1,1,312,162
315,10/1/12,East,Major Market,Colombian,Coffee,New York,Regular,210,330,230,540,650,260,"2,548",390,91,1,1,247,143
347,11/1/12,East,Major Market,Colombian,Coffee,New York,Regular,220,340,230,560,623,249,"2,580",374,87,1,1,236,138
845,12/1/12,East,Major Market,Colombian,Coffee,New York,Regular,250,370,250,620,699,279,"2,642",420,97,1,1,271,149
518,1/1/13,East,Major Market,Colombian,Coffee,New York,Regular,260,380,260,640,759,271,"2,101",407,94,1,1,408,152
718,2/1/13,East,Major Market,Colombian,Coffee,New York,Regular,240,370,250,610,687,258,"2,067",387,90,1,1,364,142
718,3/1/13,East,Major Market,Colombian,Coffee,New York,Regular,250,390,270,640,719,270,"2,041",405,94,1,1,384,146
518,4/1/13,East,Major Market,Colombian,Coffee,New York,Regular,270,400,280,670,759,284,"2,108",428,99,1,1,410,152
646,5/1/13,East,Major Market,Colombian,Coffee,New York,Regular,280,430,300,710,749,302,"2,250",454,105,1,1,407,148
917,6/1/13,East,Major Market,Colombian,Coffee,New York,Regular,340,500,350,840,882,356,"2,476",534,124,1,1,493,165
716,7/1/13,East,Major Market,Colombian,Coffee,New York,Regular,340,520,370,860,904,364,"2,654",548,127,1,1,511,166
914,8/1/13,East,Major Market,Colombian,Coffee,New York,Regular,340,520,370,860,902,364,"2,617",546,127,1,1,508,166
516,9/1/13,East,Major Market,Colombian,Coffee,New York,Regular,300,450,320,750,842,316,"2,580",474,110,1,1,463,162
716,10/1/13,East,Major Market,Colombian,Coffee,New York,Regular,210,330,230,540,693,260,"2,548",390,91,1,1,367,143
607,11/1/13,East,Major Market,Colombian,Coffee,New York,Regular,220,340,230,560,664,249,"2,580",374,87,1,1,350,138
315,12/1/13,East,Major Market,Colombian,Coffee,New York,Regular,250,370,250,620,745,279,"2,642",420,97,1,1,402,149
239,1/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,70,110,30,180,190,79,551,111,72,1,1,9,102
305,2/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,80,130,40,210,220,92,541,128,83,1,1,16,112
941,3/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,90,130,30,220,227,95,532,132,86,1,1,17,115
786,4/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,90,130,30,220,227,95,554,132,86,1,1,17,115
786,5/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,80,130,40,210,221,92,599,129,83,1,1,17,112
786,6/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,100,150,40,250,264,110,665,154,100,1,1,25,129
386,7/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,110,180,60,290,297,124,717,173,112,1,1,32,141
941,8/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,120,190,60,310,317,133,705,184,120,1,1,35,149
863,9/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,80,130,40,210,223,93,692,130,84,1,1,17,113
239,10/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,80,130,50,210,230,96,683,134,87,1,1,18,116
754,11/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,90,120,20,210,224,94,694,130,85,1,1,15,115
305,12/1/12,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,100,140,30,240,250,105,716,145,95,1,1,21,124
239,1/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,70,110,30,180,213,79,551,111,72,1,1,14,107
850,2/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,80,130,40,210,234,92,541,128,83,1,1,24,112
321,3/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,90,130,30,220,242,95,532,132,86,1,1,25,115
850,4/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,90,130,30,220,242,95,554,132,86,1,1,25,115
850,5/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,80,130,40,210,219,92,599,129,83,1,1,23,104
772,6/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,100,150,40,250,262,110,665,154,100,1,1,35,120
239,7/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,110,180,60,290,294,124,717,173,112,1,1,44,131
941,8/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,120,190,60,310,314,133,705,184,120,1,1,48,139
754,9/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,80,130,40,210,238,93,692,130,84,1,1,25,113
727,10/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,80,130,50,210,245,96,683,134,87,1,1,27,116
813,11/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,90,120,20,210,239,94,694,130,85,1,1,22,115
305,12/1/13,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,100,140,30,240,266,105,716,145,95,1,1,31,124
781,1/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,60,60,-10,120,126,63,435,63,57,1,1,-23,86
508,2/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,50,70,10,120,128,54,451,74,49,1,1,-4,78
508,3/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,40,80,20,120,125,52,446,73,47,1,1,-4,77
617,4/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,40,70,10,110,117,52,458,65,47,1,1,-12,77
413,5/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,50,60,0,110,114,53,491,61,48,1,1,-16,77
351,6/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,40,60,10,100,111,44,543,67,40,1,1,-3,70
978,7/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,30,70,20,100,111,39,560,72,36,1,1,7,65
339,8/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,30,70,20,100,105,37,540,68,33,1,1,6,62
508,9/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,40,50,-10,90,98,52,520,46,47,1,1,-31,77
774,10/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,30,70,30,100,116,51,542,65,46,1,1,-11,76
774,11/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,50,60,0,110,120,52,554,68,47,1,1,-8,76
339,12/1/12,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,40,50,-10,90,99,47,571,52,42,1,1,-20,72
617,1/1/13,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,60,60,-10,120,141,63,435,63,57,1,1,-36,90
774,2/1/13,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,50,70,10,120,136,54,451,74,49,1,1,-6,78
774,3/1/13,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,40,80,20,120,133,52,446,73,47,1,1,-6,77
339,4/1/13,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,40,70,10,110,125,52,458,65,47,1,1,-18,77
413,5/1/13,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,50,60,0,110,113,53,491,61,48,1,1,-22,72
781,6/1/13,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,40,60,10,100,110,44,543,67,40,1,1,-4,65
